index,sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,customer_id,payment,order_date,delivery_date,delivery_time,customer_name,gender,age,home_address,zip_code,city,state,country,status,age_group
2666,2666,533,344,109,3,327,Shirt,Mandarin Collar,XL,indigo,108,77,"A indigo coloured, XL sized, Mandarin Collar Shirt",558,28560,2021-06-04,2021-06-09,5.0,fulan 558,Prefer not to say,38,380 Hamish LaneApt. 098,9827,Violetfort,South Australia,Australia,Active,Adults
2667,2667,533,618,112,1,112,Jacket,Cardigan,L,blue,118,68,"A blue coloured, L sized, Cardigan Jacket",558,28560,2021-06-04,2021-06-09,5.0,fulan 558,Prefer not to say,38,380 Hamish LaneApt. 098,9827,Violetfort,South Australia,Australia,Active,Adults
2665,2665,533,1199,105,2,210,Trousers,Pleated,XL,orange,90,69,"A orange coloured, XL sized, Pleated Trousers",558,28560,2021-06-04,2021-06-09,5.0,fulan 558,Prefer not to say,38,380 Hamish LaneApt. 098,9827,Violetfort,South Australia,Australia,Active,Adults
4679,4679,937,418,119,3,357,Shirt,Casual Slim Fit,L,violet,113,65,"A violet coloured, L sized, Casual Slim Fit Shirt",72,13216,2021-06-04,2021-06-25,21.0,fulan 72,Prefer not to say,42,95 Justin PlaceApt. 441,5160,Braunhaven,Tasmania,Australia,Active,Adults
3354,3354,675,1012,106,2,212,Trousers,Wool,M,violet,111,51,"A violet coloured, M sized, Wool Trousers",896,43080,2021-06-05,2021-06-13,8.0,fulan 896,Prefer not to say,67,985 Nguyen TerraceApt. 362,7737,Ryanberg,South Australia,Australia,Active,Seniors
3360,3360,675,1007,106,3,318,Trousers,Wool,M,indigo,111,56,"A indigo coloured, M sized, Wool Trousers",896,43080,2021-06-05,2021-06-13,8.0,fulan 896,Prefer not to say,67,985 Nguyen TerraceApt. 362,7737,Ryanberg,South Australia,Australia,Active,Seniors
3355,3355,675,81,118,3,354,Shirt,Flannel,S,yellow,96,42,"A yellow coloured, S sized, Flannel Shirt",896,43080,2021-06-05,2021-06-13,8.0,fulan 896,Prefer not to say,67,985 Nguyen TerraceApt. 362,7737,Ryanberg,South Australia,Australia,Active,Seniors
3356,3356,675,673,113,2,226,Jacket,Parka,L,orange,119,77,"A orange coloured, L sized, Parka Jacket",896,43080,2021-06-05,2021-06-13,8.0,fulan 896,Prefer not to say,67,985 Nguyen TerraceApt. 362,7737,Ryanberg,South Australia,Australia,Active,Seniors
3357,3357,675,1188,99,2,198,Trousers,High-Waisted,L,violet,98,68,"A violet coloured, L sized, High-Waisted Trousers",896,43080,2021-06-05,2021-06-13,8.0,fulan 896,Prefer not to say,67,985 Nguyen TerraceApt. 362,7737,Ryanberg,South Australia,Australia,Active,Seniors
3358,3358,675,43,104,2,208,Shirt,Dress,L,orange,119,73,"A orange coloured, L sized, Dress Shirt",896,43080,2021-06-05,2021-06-13,8.0,fulan 896,Prefer not to say,67,985 Nguyen TerraceApt. 362,7737,Ryanberg,South Australia,Australia,Active,Seniors
3359,3359,675,23,96,2,192,Shirt,Oxford Cloth,L,blue,114,59,"A blue coloured, L sized, Oxford Cloth Shirt",896,43080,2021-06-05,2021-06-13,8.0,fulan 896,Prefer not to say,67,985 Nguyen TerraceApt. 362,7737,Ryanberg,South Australia,Australia,Active,Seniors
1861,1861,374,1230,112,1,112,Trousers,Tracksuit Bottoms,XS,orange,91,57,"A orange coloured, XS sized, Tracksuit Bottoms Trousers",981,25047,2021-06-05,2021-06-20,15.0,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,Adults
471,471,104,67,104,3,312,Shirt,Dress,M,violet,119,41,"A violet coloured, M sized, Dress Shirt",366,11454,2021-06-05,2021-06-23,18.0,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,Adults
1859,1859,374,316,109,3,327,Shirt,Mandarin Collar,S,red,108,48,"A red coloured, S sized, Mandarin Collar Shirt",981,25047,2021-06-05,2021-06-20,15.0,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,Adults
1860,1860,374,266,95,3,285,Shirt,Polo,S,blue,117,76,"A blue coloured, S sized, Polo Shirt",981,25047,2021-06-05,2021-06-20,15.0,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,Adults
1855,1855,374,557,98,2,196,Jacket,Leather,M,violet,113,40,"A violet coloured, M sized, Leather Jacket",981,25047,2021-06-05,2021-06-20,15.0,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,Adults
1857,1857,374,182,98,3,294,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt",981,25047,2021-06-05,2021-06-20,15.0,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,Adults
470,470,104,1182,99,1,99,Trousers,High-Waisted,M,indigo,98,61,"A indigo coloured, M sized, High-Waisted Trousers",366,11454,2021-06-05,2021-06-23,18.0,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,Adults
1856,1856,374,86,118,2,236,Shirt,Flannel,S,green,96,57,"A green coloured, S sized, Flannel Shirt",981,25047,2021-06-05,2021-06-20,15.0,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,Adults
473,473,104,927,96,3,288,Trousers,Drawstring,M,green,104,52,"A green coloured, M sized, Drawstring Trousers",366,11454,2021-06-05,2021-06-23,18.0,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,Adults
474,474,104,385,119,1,119,Shirt,Casual Slim Fit,XS,red,113,49,"A red coloured, XS sized, Casual Slim Fit Shirt",366,11454,2021-06-05,2021-06-23,18.0,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,Adults
475,475,104,1098,115,2,230,Trousers,Cropped,L,yellow,99,60,"A yellow coloured, L sized, Cropped Trousers",366,11454,2021-06-05,2021-06-23,18.0,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,Adults
1858,1858,374,1182,99,3,297,Trousers,High-Waisted,M,indigo,98,61,"A indigo coloured, M sized, High-Waisted Trousers",981,25047,2021-06-05,2021-06-20,15.0,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,Adults
472,472,104,1066,93,1,93,Trousers,Joggers,S,green,94,76,"A green coloured, S sized, Joggers Trousers",366,11454,2021-06-05,2021-06-23,18.0,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,Adults
942,942,193,1061,93,2,186,Trousers,Joggers,S,yellow,94,76,"A yellow coloured, S sized, Joggers Trousers",846,54256,2021-06-06,2021-06-07,1.0,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,Seniors
3800,3800,759,536,98,2,196,Jacket,Leather,S,yellow,113,41,"A yellow coloured, S sized, Leather Jacket",857,18160,2021-06-06,2021-07-03,27.0,fulan 857,Prefer not to say,27,2245 Heathcote RidgeApt. 525,661,West Joelmouth,Western Australia,Australia,Active,Adults
937,937,193,1084,93,2,186,Trousers,Joggers,XL,violet,94,40,"A violet coloured, XL sized, Joggers Trousers",846,54256,2021-06-06,2021-06-07,1.0,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,Seniors
938,938,193,63,104,3,312,Shirt,Dress,L,indigo,119,71,"A indigo coloured, L sized, Dress Shirt",846,54256,2021-06-06,2021-06-07,1.0,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,Seniors
939,939,193,396,119,2,238,Shirt,Casual Slim Fit,S,yellow,113,45,"A yellow coloured, S sized, Casual Slim Fit Shirt",846,54256,2021-06-06,2021-06-07,1.0,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,Seniors
941,941,193,593,100,2,200,Jacket,Bomber,L,violet,90,68,"A violet coloured, L sized, Bomber Jacket",846,54256,2021-06-06,2021-06-07,1.0,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,Seniors
943,943,193,656,93,3,279,Jacket,Coach,S,indigo,115,78,"A indigo coloured, S sized, Coach Jacket",846,54256,2021-06-06,2021-06-07,1.0,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,Seniors
3804,3804,759,271,95,3,285,Shirt,Polo,S,indigo,117,50,"A indigo coloured, S sized, Polo Shirt",857,18160,2021-06-06,2021-07-03,27.0,fulan 857,Prefer not to say,27,2245 Heathcote RidgeApt. 525,661,West Joelmouth,Western Australia,Australia,Active,Adults
3801,3801,759,1241,112,1,112,Trousers,Tracksuit Bottoms,S,green,91,72,"A green coloured, S sized, Tracksuit Bottoms Trousers",857,18160,2021-06-06,2021-07-03,27.0,fulan 857,Prefer not to say,27,2245 Heathcote RidgeApt. 525,661,West Joelmouth,Western Australia,Australia,Active,Adults
3802,3802,759,254,95,3,285,Shirt,Polo,XL,orange,117,43,"A orange coloured, XL sized, Polo Shirt",857,18160,2021-06-06,2021-07-03,27.0,fulan 857,Prefer not to say,27,2245 Heathcote RidgeApt. 525,661,West Joelmouth,Western Australia,Australia,Active,Adults
3803,3803,759,266,95,2,190,Shirt,Polo,S,blue,117,76,"A blue coloured, S sized, Polo Shirt",857,18160,2021-06-06,2021-07-03,27.0,fulan 857,Prefer not to say,27,2245 Heathcote RidgeApt. 525,661,West Joelmouth,Western Australia,Australia,Active,Adults
3853,3853,771,443,107,2,214,Jacket,Denim,L,blue,92,42,"A blue coloured, L sized, Denim Jacket",970,33204,2021-06-06,2021-06-18,12.0,fulan 970,Prefer not to say,44,967 Skye DriveApt. 746,7005,Lake Lincoln,Queensland,Australia,Active,Adults
3854,3854,771,762,109,1,109,Jacket,Peacoat,M,indigo,102,52,"A indigo coloured, M sized, Peacoat Jacket",970,33204,2021-06-06,2021-06-18,12.0,fulan 970,Prefer not to say,44,967 Skye DriveApt. 746,7005,Lake Lincoln,Queensland,Australia,Active,Adults
3855,3855,771,156,91,2,182,Shirt,Linen,S,green,116,58,"A green coloured, S sized, Linen Shirt",970,33204,2021-06-06,2021-06-18,12.0,fulan 970,Prefer not to say,44,967 Skye DriveApt. 746,7005,Lake Lincoln,Queensland,Australia,Active,Adults
944,944,193,727,119,1,119,Jacket,Trench Coat,M,indigo,112,42,"A indigo coloured, M sized, Trench Coat Jacket",846,54256,2021-06-06,2021-06-07,1.0,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,Seniors
836,836,173,1005,106,2,212,Trousers,Wool,XS,indigo,111,43,"A indigo coloured, XS sized, Wool Trousers",435,30001,2021-06-06,2021-07-01,25.0,fulan 435,Prefer not to say,41,1649 Owen JunctionApt. 523,5868,South Tobyton,South Australia,Australia,Active,Adults
940,940,193,762,109,1,109,Jacket,Peacoat,M,indigo,102,52,"A indigo coloured, M sized, Peacoat Jacket",846,54256,2021-06-06,2021-06-07,1.0,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,Seniors
1312,1312,271,943,96,1,96,Trousers,Drawstring,L,violet,104,62,"A violet coloured, L sized, Drawstring Trousers",469,39282,2021-06-07,2021-06-09,2.0,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,Seniors
3856,3856,772,1018,90,3,270,Trousers,Relaxed Leg,L,red,95,63,"A red coloured, L sized, Relaxed Leg Trousers",573,32936,2021-06-07,2021-06-27,20.0,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults
1309,1309,271,1103,115,3,345,Trousers,Cropped,L,green,99,55,"A green coloured, L sized, Cropped Trousers",469,39282,2021-06-07,2021-06-09,2.0,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,Seniors
1310,1310,271,253,95,1,95,Shirt,Polo,L,orange,117,63,"A orange coloured, L sized, Polo Shirt",469,39282,2021-06-07,2021-06-09,2.0,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,Seniors
3996,3996,795,830,117,2,234,Jacket,Shearling,XS,indigo,95,68,"A indigo coloured, XS sized, Shearling Jacket",427,51672,2021-06-07,2021-06-30,23.0,fulan 427,Prefer not to say,25,51 Gabriel KnollApt. 819,8556,New Ava,Queensland,Australia,Active,Adults
2267,2267,460,422,107,2,214,Jacket,Denim,M,red,92,43,"A red coloured, M sized, Denim Jacket",250,29924,2021-06-07,2021-06-17,10.0,fulan 250,Prefer not to say,23,0380 Bartell StreetSuite 585,9549,Boyleberg,Queensland,Australia,Active,Youth
2266,2266,460,967,97,1,97,Trousers,Slim-Fit,M,blue,119,75,"A blue coloured, M sized, Slim-Fit Trousers",250,29924,2021-06-07,2021-06-17,10.0,fulan 250,Prefer not to say,23,0380 Bartell StreetSuite 585,9549,Boyleberg,Queensland,Australia,Active,Youth
2265,2265,460,447,107,2,214,Jacket,Denim,M,indigo,92,52,"A indigo coloured, M sized, Denim Jacket",250,29924,2021-06-07,2021-06-17,10.0,fulan 250,Prefer not to say,23,0380 Bartell StreetSuite 585,9549,Boyleberg,Queensland,Australia,Active,Youth
1311,1311,271,999,106,1,106,Trousers,Wool,XL,green,111,48,"A green coloured, XL sized, Wool Trousers",469,39282,2021-06-07,2021-06-09,2.0,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,Seniors
3857,3857,772,308,105,3,315,Shirt,Cuban Collar,L,indigo,93,65,"A indigo coloured, L sized, Cuban Collar Shirt",573,32936,2021-06-07,2021-06-27,20.0,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults
3858,3858,772,606,112,2,224,Jacket,Cardigan,S,yellow,118,79,"A yellow coloured, S sized, Cardigan Jacket",573,32936,2021-06-07,2021-06-27,20.0,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults
3995,3995,795,11,96,3,288,Shirt,Oxford Cloth,S,yellow,114,78,"A yellow coloured, S sized, Oxford Cloth Shirt",427,51672,2021-06-07,2021-06-30,23.0,fulan 427,Prefer not to say,25,51 Gabriel KnollApt. 819,8556,New Ava,Queensland,Australia,Active,Adults
556,556,120,560,100,1,100,Jacket,Bomber,XS,red,90,76,"A red coloured, XS sized, Bomber Jacket",585,53001,2021-06-09,2021-06-14,5.0,fulan 585,Prefer not to say,23,01 Lee GroveSuite 419,3863,West Bella,South Australia,Australia,Active,Youth
555,555,120,881,94,2,188,Trousers,Cords,S,orange,113,59,"A orange coloured, S sized, Cords Trousers",585,53001,2021-06-09,2021-06-14,5.0,fulan 585,Prefer not to say,23,01 Lee GroveSuite 419,3863,West Bella,South Australia,Australia,Active,Youth
554,554,120,340,109,2,218,Shirt,Mandarin Collar,XS,indigo,108,80,"A indigo coloured, XS sized, Mandarin Collar Shirt",585,53001,2021-06-09,2021-06-14,5.0,fulan 585,Prefer not to say,23,01 Lee GroveSuite 419,3863,West Bella,South Australia,Australia,Active,Youth
558,558,120,395,119,3,357,Shirt,Casual Slim Fit,XS,yellow,113,63,"A yellow coloured, XS sized, Casual Slim Fit Shirt",585,53001,2021-06-09,2021-06-14,5.0,fulan 585,Prefer not to say,23,01 Lee GroveSuite 419,3863,West Bella,South Australia,Australia,Active,Youth
553,553,120,1231,112,1,112,Trousers,Tracksuit Bottoms,S,orange,91,59,"A orange coloured, S sized, Tracksuit Bottoms Trousers",585,53001,2021-06-09,2021-06-14,5.0,fulan 585,Prefer not to say,23,01 Lee GroveSuite 419,3863,West Bella,South Australia,Australia,Active,Youth
4706,4706,942,192,98,1,98,Shirt,Camp Collared,M,green,112,41,"A green coloured, M sized, Camp Collared Shirt",282,46279,2021-06-09,2021-06-10,1.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
4707,4707,942,383,94,3,282,Shirt,Henley,L,violet,92,51,"A violet coloured, L sized, Henley Shirt",282,46279,2021-06-09,2021-06-10,1.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
4708,4708,942,251,95,2,190,Shirt,Polo,S,orange,117,78,"A orange coloured, S sized, Polo Shirt",282,46279,2021-06-09,2021-06-10,1.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
4709,4709,942,646,93,2,186,Jacket,Coach,S,green,115,60,"A green coloured, S sized, Coach Jacket",282,46279,2021-06-09,2021-06-10,1.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
557,557,120,11,96,2,192,Shirt,Oxford Cloth,S,yellow,114,78,"A yellow coloured, S sized, Oxford Cloth Shirt",585,53001,2021-06-09,2021-06-14,5.0,fulan 585,Prefer not to say,23,01 Lee GroveSuite 419,3863,West Bella,South Australia,Australia,Active,Youth
4705,4705,942,867,113,1,113,Trousers,Chinos,M,indigo,100,64,"A indigo coloured, M sized, Chinos Trousers",282,46279,2021-06-09,2021-06-10,1.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2299,2299,466,718,119,1,119,Jacket,Trench Coat,L,green,112,73,"A green coloured, L sized, Trench Coat Jacket",628,11363,2021-06-10,2021-07-05,25.0,fulan 628,Prefer not to say,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,Active,Seniors
2300,2300,466,1157,99,1,99,Trousers,High-Waisted,M,red,98,59,"A red coloured, M sized, High-Waisted Trousers",628,11363,2021-06-10,2021-07-05,25.0,fulan 628,Prefer not to say,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,Active,Seniors
2298,2298,466,733,119,3,357,Jacket,Trench Coat,L,violet,112,76,"A violet coloured, L sized, Trench Coat Jacket",628,11363,2021-06-10,2021-07-05,25.0,fulan 628,Prefer not to say,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,Active,Seniors
868,868,179,449,107,3,321,Jacket,Denim,XL,indigo,92,51,"A indigo coloured, XL sized, Denim Jacket",161,52081,2021-06-10,2021-06-27,17.0,fulan 161,Prefer not to say,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,Active,Adults
867,867,179,1235,112,1,112,Trousers,Tracksuit Bottoms,XS,yellow,91,76,"A yellow coloured, XS sized, Tracksuit Bottoms Trousers",161,52081,2021-06-10,2021-06-27,17.0,fulan 161,Prefer not to say,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,Active,Adults
866,866,179,360,94,2,188,Shirt,Henley,XS,yellow,92,42,"A yellow coloured, XS sized, Henley Shirt",161,52081,2021-06-10,2021-06-27,17.0,fulan 161,Prefer not to say,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,Active,Adults
865,865,179,788,91,3,273,Jacket,Pullover,L,green,114,72,"A green coloured, L sized, Pullover Jacket",161,52081,2021-06-10,2021-06-27,17.0,fulan 161,Prefer not to say,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,Active,Adults
864,864,179,700,119,2,238,Jacket,Trench Coat,XS,red,112,78,"A red coloured, XS sized, Trench Coat Jacket",161,52081,2021-06-10,2021-06-27,17.0,fulan 161,Prefer not to say,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,Active,Adults
863,863,179,182,98,2,196,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt",161,52081,2021-06-10,2021-06-27,17.0,fulan 161,Prefer not to say,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,Active,Adults
2297,2297,466,1188,99,1,99,Trousers,High-Waisted,L,violet,98,68,"A violet coloured, L sized, High-Waisted Trousers",628,11363,2021-06-10,2021-07-05,25.0,fulan 628,Prefer not to say,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,Active,Seniors
1930,1930,387,82,118,1,118,Shirt,Flannel,M,yellow,96,59,"A yellow coloured, M sized, Flannel Shirt",341,34491,2021-06-11,2021-06-14,3.0,fulan 341,Female,34,003 Bruen DriveApt. 633,6522,Jasmineville,Victoria,Australia,Active,Adults
1929,1929,387,256,95,1,95,Shirt,Polo,S,yellow,117,77,"A yellow coloured, S sized, Polo Shirt",341,34491,2021-06-11,2021-06-14,3.0,fulan 341,Female,34,003 Bruen DriveApt. 633,6522,Jasmineville,Victoria,Australia,Active,Adults
1931,1931,387,283,105,2,210,Shirt,Cuban Collar,L,red,93,45,"A red coloured, L sized, Cuban Collar Shirt",341,34491,2021-06-11,2021-06-14,3.0,fulan 341,Female,34,003 Bruen DriveApt. 633,6522,Jasmineville,Victoria,Australia,Active,Adults
1928,1928,387,415,119,1,119,Shirt,Casual Slim Fit,XS,violet,113,55,"A violet coloured, XS sized, Casual Slim Fit Shirt",341,34491,2021-06-11,2021-06-14,3.0,fulan 341,Female,34,003 Bruen DriveApt. 633,6522,Jasmineville,Victoria,Australia,Active,Adults
3870,3870,775,697,113,1,113,Jacket,Parka,M,violet,119,75,"A violet coloured, M sized, Parka Jacket",348,21561,2021-06-11,2021-07-05,24.0,fulan 348,Prefer not to say,76,4070 Nathan CircuitSuite 296,1840,Rubyfort,Tasmania,Australia,Active,Seniors
3869,3869,775,1039,90,1,90,Trousers,Relaxed Leg,XL,blue,95,40,"A blue coloured, XL sized, Relaxed Leg Trousers",348,21561,2021-06-11,2021-07-05,24.0,fulan 348,Prefer not to say,76,4070 Nathan CircuitSuite 296,1840,Rubyfort,Tasmania,Australia,Active,Seniors
3868,3868,775,619,112,3,336,Jacket,Cardigan,XL,blue,118,57,"A blue coloured, XL sized, Cardigan Jacket",348,21561,2021-06-11,2021-07-05,24.0,fulan 348,Prefer not to say,76,4070 Nathan CircuitSuite 296,1840,Rubyfort,Tasmania,Australia,Active,Seniors
3867,3867,775,1214,105,2,210,Trousers,Pleated,XL,blue,90,55,"A blue coloured, XL sized, Pleated Trousers",348,21561,2021-06-11,2021-07-05,24.0,fulan 348,Prefer not to say,76,4070 Nathan CircuitSuite 296,1840,Rubyfort,Tasmania,Australia,Active,Seniors
1926,1926,387,376,94,3,282,Shirt,Henley,S,indigo,92,45,"A indigo coloured, S sized, Henley Shirt",341,34491,2021-06-11,2021-06-14,3.0,fulan 341,Female,34,003 Bruen DriveApt. 633,6522,Jasmineville,Victoria,Australia,Active,Adults
3871,3871,775,1139,102,3,306,Trousers,Cargo Pants,XL,green,106,65,"A green coloured, XL sized, Cargo Pants Trousers",348,21561,2021-06-11,2021-07-05,24.0,fulan 348,Prefer not to say,76,4070 Nathan CircuitSuite 296,1840,Rubyfort,Tasmania,Australia,Active,Seniors
1927,1927,387,969,97,3,291,Trousers,Slim-Fit,XL,blue,119,47,"A blue coloured, XL sized, Slim-Fit Trousers",341,34491,2021-06-11,2021-06-14,3.0,fulan 341,Female,34,003 Bruen DriveApt. 633,6522,Jasmineville,Victoria,Australia,Active,Adults
4682,4682,938,562,100,1,100,Jacket,Bomber,M,red,90,79,"A red coloured, M sized, Bomber Jacket",128,41631,2021-06-12,2021-06-28,16.0,fulan 128,Male,48,5310 Lewis TrailApt. 715,2240,Jacobsland,Northern Territory,Australia,Active,Adults
4681,4681,938,361,94,3,282,Shirt,Henley,S,yellow,92,70,"A yellow coloured, S sized, Henley Shirt",128,41631,2021-06-12,2021-06-28,16.0,fulan 128,Male,48,5310 Lewis TrailApt. 715,2240,Jacobsland,Northern Territory,Australia,Active,Adults
4680,4680,938,810,117,3,351,Jacket,Shearling,XS,orange,95,54,"A orange coloured, XS sized, Shearling Jacket",128,41631,2021-06-12,2021-06-28,16.0,fulan 128,Male,48,5310 Lewis TrailApt. 715,2240,Jacobsland,Northern Territory,Australia,Active,Adults
4683,4683,938,547,98,2,196,Jacket,Leather,M,blue,113,60,"A blue coloured, M sized, Leather Jacket",128,41631,2021-06-12,2021-06-28,16.0,fulan 128,Male,48,5310 Lewis TrailApt. 715,2240,Jacobsland,Northern Territory,Australia,Active,Adults
4684,4684,938,380,94,1,94,Shirt,Henley,XS,violet,92,50,"A violet coloured, XS sized, Henley Shirt",128,41631,2021-06-12,2021-06-28,16.0,fulan 128,Male,48,5310 Lewis TrailApt. 715,2240,Jacobsland,Northern Territory,Australia,Active,Adults
4685,4685,938,1134,102,2,204,Trousers,Cargo Pants,XL,yellow,106,52,"A yellow coloured, XL sized, Cargo Pants Trousers",128,41631,2021-06-12,2021-06-28,16.0,fulan 128,Male,48,5310 Lewis TrailApt. 715,2240,Jacobsland,Northern Territory,Australia,Active,Adults
4686,4686,938,126,92,3,276,Shirt,Denim,S,blue,115,47,"A blue coloured, S sized, Denim Shirt",128,41631,2021-06-12,2021-06-28,16.0,fulan 128,Male,48,5310 Lewis TrailApt. 715,2240,Jacobsland,Northern Territory,Australia,Active,Adults
779,779,163,372,94,1,94,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt",84,11473,2021-06-12,2021-06-17,5.0,fulan 84,Female,63,195 Wilson HillApt. 597,7587,Lake Paigemouth,Northern Territory,Australia,Active,Adults
2105,2105,423,205,98,3,294,Shirt,Camp Collared,XS,violet,112,72,"A violet coloured, XS sized, Camp Collared Shirt",507,34107,2021-06-12,2021-06-21,9.0,fulan 507,Prefer not to say,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia,Active,Seniors
2103,2103,423,306,105,3,315,Shirt,Cuban Collar,S,indigo,93,41,"A indigo coloured, S sized, Cuban Collar Shirt",507,34107,2021-06-12,2021-06-21,9.0,fulan 507,Prefer not to say,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia,Active,Seniors
2106,2106,423,38,104,2,208,Shirt,Dress,L,red,119,79,"A red coloured, L sized, Dress Shirt",507,34107,2021-06-12,2021-06-21,9.0,fulan 507,Prefer not to say,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia,Active,Seniors
2107,2107,423,773,91,2,182,Jacket,Pullover,L,red,114,69,"A red coloured, L sized, Pullover Jacket",507,34107,2021-06-12,2021-06-21,9.0,fulan 507,Prefer not to say,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia,Active,Seniors
2108,2108,423,544,98,2,196,Jacket,Leather,XL,green,113,58,"A green coloured, XL sized, Leather Jacket",507,34107,2021-06-12,2021-06-21,9.0,fulan 507,Prefer not to say,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia,Active,Seniors
773,773,163,937,96,2,192,Trousers,Drawstring,M,indigo,104,58,"A indigo coloured, M sized, Drawstring Trousers",84,11473,2021-06-12,2021-06-17,5.0,fulan 84,Female,63,195 Wilson HillApt. 597,7587,Lake Paigemouth,Northern Territory,Australia,Active,Adults
